questions,answers,intent
천식이라고 나만 따돌리고 노인정에서 등산을 갔다 왔어.,천식이라 혼자만 등산을 못 가셨군요.,3
결혼하는 친구가 나보고 부케를 받아달라는데 당황스러워.,결혼식 부케를 부탁받으셨는데 당황스러우시군요.,3
옆집 아저씨가 고혈압에 좋다고 준 영양제가 얼마나 효과가 있을까 하는 생각이 요즘 들어. 약간 회의적이야.,옆집 아저씨가 준 영양제에 대해 회의적이시군요. 좀 더 자세히 설명해 주시겠어요?,3
나는 훔치지 않았는데 다들 날 의심해.,그런 오해를 받는다면 정말 억울할 것 같아요.,3
이번 추석에는 하나뿐인 여동생을 만날 수 없어서 몹시 서운해.,왜 이번 추석에는 동생을 만날 수 없나요?,3
박 씨 할머니와 다퉜으니 내 병문안은 오지 않을 것 같아.,박 씨 할머니가 병문안 안 오실 거 같아서 속상하시겠어요.,3
병원을 갔다 왔는데 마음에 안 들어. 무릎이 안 나아지는 것 같아.,무릎이 안 좋아서 병원에 갔다 왔는데 마음에 안 드시는군요.,3
팀장님과 과장님 사이가 틀어져서 중간에서 너무 난감해.,두 상사분의 사이가 틀어져서 중간에서 난감하시군요.,3
내가 비밀로 얘기한 내용들을 내 친구는 다른 친구들에게 아무렇지도 않게 얘기했어.,비밀을 다른 친구들에게 이야기한 친구 때문에 마음이 안 좋으실 것 같아요.,3
돈이 필요한데 지인에게 빌려달라고 말할 수가 없고 망설여져.,돈을 빌려달라고 말하기가 망설여지시는군요.,3
이제야 나와 잘 맞는 친구를 만난 것 같아. 같이 있으면 너무 편하고 기분이 좋아.,마음이 잘 맞는 친구를 사귀게 되어서 기쁘시군요.,3
나는 내 친구가 엄마와의 관계가 좋지 않아 괴로워하는 걸 보면 이해가 안 가.,친구분께서 어머니와의 관계가 좋지 않으신가 봐요.,3
큰아들이 이혼한다고 해. 너무 슬퍼.,아들의 이혼으로 마음이 괴로우시군요.,3
동호회에서 친하게 지내는 형님이 계시는데 얼마 전부터 온라인과 오프라인에서 활동을 전혀 하지 않으시네.,좋은 인연이 끊어진 것 같아 실망스러우신가 보네요. 혹시 개인적으로 연락해 보신 적이 있으신가요? ,3
나는 세상 헛살았나 봐,세상을 헛살았다니 왜 그런 생각을 하시나요?,3
친구가 나한테 어떻게 이럴 수 있지?,친구와 무슨 일이 있으신가요? 더 자세히 말씀해 주실 수 있나요?,3
친구 생일선물을 큰맘 먹고 비싼 걸로 줬는데 대놓고 실망한 표정으로 차라리 돈으로 달라하더라.,큰맘 먹고 준비한 선물인데 친구가 실망을 해서 속상하셨군요.,3
오늘 정말 슬픈 일이 있었어. 아직도 눈물이 나네.,눈물이 날 정도로 어떤 슬픈 일이 있으셨나요?,3
내가 지병이 있어서 친구가 좋다고 추천한 약을 구매해서 꾸준히 복용했는데 그 약이 효과가 없다고 하네.,친구가 추천한 약이 효과가 없다는 걸 알고 속상하셨겠어요.,3
일을 못한다고 매일 한마디 하는 직장 상사 때문에 너무 스트레스를 받아.,직장 상사 때문에 스트레스를 많이 받으시군요.,3
옆 동에 길고양이한테 밥을 주는 사람이 있어.,멋진 행동을 하는 사람들이 군요.,3
친구랑 여자 문제로 사이가 안 좋아졌어.,친구랑 사이가 안 좋아지셨군요.,3
왜 꼭 이웃하고 인사를 해야 하지? 잘 지내야 할 이유가 있나?,어떤 상황일 때 인사하고 싶지 않으신가요?,3
믿었던 친구한테 배신당했어. 어떻게 그럴 수 있지?,믿었던 친구한테 배신을 당했군요. 무슨 일인지 알려 줄 수 있을까요?,3
회사 사람들이 다들 나를 피하는 것 같아 우울해.,회사 사람들이 피해서 우울하시겠어요.,3
아들이 내가 암에 걸린 후 신경 못 써줘서 미안하다고 매달 용돈을 보내줘.,아들이 매달 챙겨주셔서 기분이 좋으시겠어요.,3
나이가 들어갈수록 대인관계에서 새로움이나 신나는 일이 거의 없어. ,나이가 들어갈수록 대인관계에서 새로움이나 신나는 일이 없으시군요. 대인관계에 걱정이 되시나요?,3
친구가 작업장에서 큰 사고를 당했는데 다시는 걸을 수 없다고 해. 큰 충격을 받았어.,친구분이 걸을 수 없는 상황이 되셨다고 하니 충격이 크겠어요.,3
이제 사람 만나기 구역질이 나.,그런 생각을 하게 된 이유가 있나요?,3
친구가 지병이 있는데 도박 빚 때문에 치료도 못 받고 있대서 놀랐어.,친구가 도박 빚 때문에 지병 치료를 못 받는다고 하셔서 놀라셨군요.,3
친구들이 나만 빼고 모임을 해서 당황스러워.,친구들에게 소외된 기분이 들어 당황스러우시군요.,3
만성질환으로 병원에 있어.,어떤 이유로 병원에 오셨나요?,3
남자친구가 갑자기 이별을 통보했어. 너무 슬프고 버려진 느낌이야.,마음이 아주 아프시겠어요. 이별에 특별한 이유가 있나요?,3
무릎 수술을 하고 어제 퇴원했어. 오늘 아내가 특별한 식단을 차려줄 줄 알았는데 평소와 똑같아서 조금 실망했어.,무릎 수술 후 어제 퇴원하셨군요. 아내분이 똑같은 식단을 주셔서 약간 실망하셨겠어요.,3
친구들이 나를 의도적으로 따돌리는 것 같아서 우울해.,친구들과 관계에 문제가 생겨서 우울하시군요.,3
친구에게 선물을 받았어. 뜻밖의 선물이라서 기뻤어.,기대하지 못했던 선물을 받아 기분이 좋으셨겠어요.,3
이번 모임은 정말 잘 된 거 같아.,이번 모임이 잘 된것 같다고 생각하시는 이유가 있나요?,3
인간관계가 요즘 편해진 것 같아.,대인관계가 만족스러우신 것 같아요. 자세히 말씀해 주실 수 있나요?,3
직장 상사가 내 앞에서 내가 제출한 서류를 집어던졌어.,보는 앞에서 직장 상사가 서류를 집어던지다니 무척 화났겠어요.,3
동창회에서 분위기가 너무 처지길래 내가 나서서 분위기 메이커를 자처했어. 춤도 추고 노래도 불렀지.,모임의 처진 분위기를 살리기 위해 솔선수범하신 거군요. 그래서 분위기는 좋아졌나요?,3
아파서 병원에서 지내는데 아무도 날 신경 안 써. 인생이 외로워서 슬퍼.,아픈데도 신경 써주는 이가 없어서 외로우시군요.,3
나는 친구에 비해 성공하지 못해서 불행해.,마음이 안 좋으시군요. 무슨 일인지 자세하게 말씀해주시겠어요?,3
친구가 놀러 다니는 게 마음에 차지 않아서 툴툴댔어.,어떤 부분 때문에 그렇게 생각하게 되셨나요?,3
오늘 친구들과 얘기를 하는데 너무 화가 났어.,오늘 친구들과 얘기가 잘 안 되셨나 봐요.,3
코로나 때문에 내 생일에 친구들을 만날 수가 없어서 너무 슬퍼.,생일에 친구들을 직접 만나지 못해 슬프시군요.,3
내 항암 치료를 계속 지원해 주는 동생의 우애는 세상에서 제일가는 게 분명해.,암 치료를 지원해 주는 동생의 우애가 크다고 생각하시는군요.,3
친구가 소개팅해 준다고 기다리라더니 갑자기 연락이 없어. 계속 기다리는데.,친구가 연락이 없어서 초조하시겠어요.,3
똑같은 가족인데 나만 암에 걸려서 형에게 열등감이 들어.,암에 걸리지 않은 형에게 열등감이 드시는군요.,3
자기식으로 막무가내인 사람이 많아.,자기 식으로 막무가내인 사람이 많군요. 왜 그렇게 생각하시나요?,3
소개팅 실패한 것 같아.,무슨 일이 있었는지 자세히 여쭤봐도 괜찮을까요?,3
유능한 동기와 비교당할 때마다 내가 너무 초라해지고 비참한 기분이 들어.,동기와 비교당해서 비참한 기분이 들었군요.,3
내일 교수님이랑 면담인데 정말 하기 싫다.,어떤 점 때문에 면담을 꺼리시는 건가요?,3
가장 친한 친구에게 사기를 당했어. 이제 친구들과 연락하는 것이 두렵고 즐겁지가 않아.,친구에게 사기를 당해서 다른 친구들과도 연락하는 게 두렵게 느껴지는군요.,3
"값비싼 시계를 취미로 모으는 친구가 있는데, 그 친구를 보면 내 신세가 서글퍼지더라.",비싼 돈이 드는 취미를 가진 친구분과 비교해 보니까 서글픈 마음이 드시는군요.,3
주변 사람들이 하나 둘 죽는 것을 보니 내 차례도 멀지 않은 듯 해. 그래서 불안해.,주변 지인들이 죽는 것을 보니 불안하시군요.,3
친구는 예전 같지 않은데 나만 안달하는 거 같아.,본인만 안달한다고 느끼시는군요. 어떻게 된 일인지 자세하게 말씀해주시겠어요?,3
룸메이트가 친구와 같이 집에 왔는데 그 친구가 계속 있어서 혼란스러워.,룸메이트의 친구가 계속 있어서 혼란스럽군요.,3
나는 사람들 복이 참 많은 것 같아.,주변에 좋은 사람들이 많으신가 봐요.,3
나는 지방대라 대기업은 힘들 거라고 말하는 선배의 말에 낙담했어.,지방대라 대기업에 입사는 힘들다는 선배의 말에 낙담했겠어요.,3
신기하게도 요즘은 특별히 아픈 데가 없더라도 누군가가 내 걱정을 해줬으면 좋겠어.,정말 외로우시고 한편으로는 당황스러우시겠어요.,3
내 아내는 당뇨 합병증으로 고생하고 있지만 나보다 더 오래 살 거야.,당뇨 합병증으로 고생하시는 아내 분이시지만 오래 사실 거라는 믿음이 있으시군요.,3
몸이 아파서 일을 잘 못했더니 바로 잘렸어.,몸이 아픈 것도 서러운데 회사까지 그만두게 되어 많이 슬프시겠어요.,3
진짜 황당해! 나이 먹은 게 벼슬도 아니고!,지금 몹시 화가 나 보여요. 무슨 일인지 말해줄래요?,3
그 노인네는 필요할 때만 잘해주고 평소에는 날 멸시해. 날 도구로 보는 거 같아 상처받았어.,사용자님을 도구로 보는 거 같아 상처받으시겠어요.,3
친구들을 만났는데 나만 모르는 얘기를 친구들끼리 나눠서 기분이 우울해.,친구들끼리만 아는 얘기를 해서 슬프겠어요.,3
친구랑 싸워서 슬퍼.,친구랑 싸우셨군요. 기분이 안 좋겠어요.,3
그 사람이 친구인 척 친해지자고 다가오더니 남의 가방이나 뒤지고 배신감 들어.,새롭게 친해진 친구가 가방을 뒤지고 있는 걸 보고 신뢰도 깨지고 화가 나셨군요.,3
학교 다닐 때가 참 좋았는데.,무슨 일 있으신 건가요?,3
어제 전 직장 동료를 길에서 만났는데.,그랬어요? 인사하셨어요?,3
나이가 들고 나니 아내와 병원 찾는 날이 잦아졌어.,아내와 병원을 찾는 날이 많아져 기분이 안 좋으시겠어요.,3
요즘 내 감정이 마른 거 같아.,왜 감정이 마른 것 같다고 생각하시나요?,3
입사 시작이 똑같지만 학벌이 좋은 동료가 승진이 계속 빠른 것 같아. 억울하고 슬퍼.,학벌 때문에 승진이 뒤처지고 있는 것 같아 슬프시군요.,3
요즘은 뭘 해도 무의미한 것 같아.,요즘 들어 그렇게 된 이유가 있나요?,3
사돈댁이 아들 부부의 이혼을 내 탓으로 돌려서 너무 억울했어.,아들 부부의 이혼을 당신 탓으로 돌려서 억울하셨겠군요.,3
내가 기관지가 많이 안 좋아서 기침을 많이 해.,기관지가 안 좋아서 맘 고생을 많이 하시겠어요.,3
옆집에 살던 절친한 친구가 어제 밤 운명했어.,절친한 친구가 돌아가셔서 마음이 많이 아프시겠어요.,3
나이가 드니까 나를 써주는 회사는 한 군데도 없네. 돈을 벌어야 하는데 우울해.,직장을 얻지 못해 마음이 괴로우시군요.,3
회사 대리님이 그런 사람인 줄은 몰랐어.,회사에서 어떤 일이 있으셨나요?,3
봉사 갈 때마다 계시던 옆집 할머니가 돌아가셨대. 너무 슬프고 눈물이 나.,많이 슬프셨군요. 좀 더 자세히 설명해 주시겠어요?,3
당구는 내 유일한 오락인데 손목이 망가졌으니 더는 당구를 치면 안 된다고 하네.,손목 때문에 취미를 즐기지 못해서 속상하시겠어요.,3
엄마는 왜 나에게 이래라저래라하실까? 정말 불만이야.,어머니와의 일로 기분이 안 좋으시군요. 구체적으로 어떤 일인지 말씀해주시겠어요?,3
친구가 갑자기 나에게 지금까지 쌓인 불만이 있었다면서 토로를 하는 거야. 당황스러워서 방어적인 태도로 대꾸해버리고 말았어.,갑작스럽게 친구로부터 불만 사항들을 듣게 되셨군요. ,3
친구랑 정말 오랜만에 만났어!,오랜만에 만나니 어떠셨나요?,3
술집에서 술에 취해 친구랑 싸우다가 경찰서까지 갔어. 너무 부끄럽더라고.,많이 부끄러우시겠어요. 더 자세히 설명해 주시겠어요?,3
부모님이 자꾸 나한테 언니 좀 본받으래. 비교하는 것 같아서 기분 나빠.,부모님이 비교하는 것 같은 느낌을 받아서 기분이 안 좋았겠어요.,3
입원 중인데 손주들이 빨리 나으라고 편지 보내준 게 얼마나 기특한지 기뻤어.,손주들이 손편지를 써줘서 큰 감동 받으셨겠어요.,3
요즘 내 기분이 좋지 않아. 아무것도 하고 싶지 않고 다 귀찮아.,요즘 따라 기분도 안 좋고 아무것도 하기 싫고 다 귀찮으신가 봐요.,3
버스를 타고 집으로 돌아가는 길이었는데 한 청년이 자리를 양보해줘서 기뻤고 고마웠어.,버스에서 자리를 양보해 준 분이 있어서 기분이 좋으셨군요.,3
친구가 자꾸 곤란한 부탁을 해.,아주 당황스러우시겠어요. 어떻게 하고 싶으신가요?,3
내 친구는 정말 솔직하고 멋있어. 난 내 친구를 믿어.,어떤 점에서 그렇게 생각하시게 되었나요?,3
믿었던 지인에게 돈을 빌려줬는데 야반도주했어.,믿었던 지인이 돈을 가지고 야반도주 했군요.,3
큰 딸이 나랑 같은 고혈압으로 고생하고 있는걸 보자니 내 탓인 것 같아 마음이 아파.,큰 딸이 고혈압으로 고생하고 있어서 마음이 괴로우시군요.,3
주변 사람들과 잘 어울리지 못하는 것 같아서 너무 슬프고 마음이 아파.,대인관계 때문에 마음이 아프시군요. 이런 기분을 덜어낼 방법이 있을까요?,3
길에서 쓰러진 할머니를 그냥 지나쳐왔는데 죄책감도 들고 너무 후회돼.,어려움에 처한 할머니를 그냥 지나쳐와서 괴로우시군요.,3
귀찮게 딸이 매일 나에게 손자를 맡겨놓고 자기는 놀러 다녀.,매일 손자를 맡기고 딸은 놀러 다니니 많이 서운하시겠어요.,3
폐암에 걸렸다는 친구가 왜 연락이 안 되는지 걱정스러워 그 친구 집에 가는 중이네.,친구가 걱정스러워 찾아가는 중이시군요.,3
딸과 아들 결혼을 시킬 때까지 대인관계를 유지할 수 있을지 걱정이 크네.,대인관계로 인한 걱정이 있으신가 봐요.,3
직원들이 내게는 말도 없이 나만 빼고 회식을 했다더라. 모여서 떠들다가도 나만 다가가면 제자리로 돌아가 버리기도 해서 자꾸 고립된 기분을 느껴.,직원분들과 원활한 교류가 이루어지지 않아 고립된 기분을 느끼시는군요. 어떤 것이 관계를 개선하는 데 도움이 될까요?,3
내가 사는 부산에 태풍 피해가 컸는데 자식들은 안부 전화도 안 해. 날 신경 쓰긴 하는지.,자식들이 관심이 없는 것 같아 슬프시겠어요.,3
함께 모여서 이야기하는데 나만 대화에 동참하지 못하는 것 같아 속상했어.,대화에 동참하지 못한 것 같아 속상하셨겠어요. 어떤 이유가 있었을까요? ,3
대인관계가 생각보다 내 마음대로 되지가 않아 마음이 상했어.,대인관계가 마음대로 안되서 마음이 상하셨군요. 더 자세히 말씀해주시겠어요?,3
나랑 친한 친구는 이제 나만 보면 화가 난 표정으로 짜증을 내.,마음이 불편하시겠어요. 어떤 일이 있었나요?,3
내 친구가 취업 준비한다고 하다가 삼 년 만에 연락이 됐는데 잘 지내는 것 같아 안도감이 들었어.,친구분이 잘 되신 것 같아 안심하셨군요.,3
분명 췌장암에 걸렸다던 친구가 아주 건강해 보이는 모습으로 내 집에 와서 지금 혼란스러워.,아프다고 하던 친구 분께서 건강해 보이는 모습이라 혼란스러우셨군요.,3
성인이 되니 인맥 관리가 너무 귀찮네.,대인관계 때문에 신경이 쓰이시나 보네요.,3
척추 교정 수술을 하러 왔는데 의사가 당뇨 합병증 때문에 막상 수술이 어렵다고 해서 걱정이야.,척추 교정 수술을 당뇨 합병증 때문에 못 하게 돼서 많이 낙담하셨군요.,3
자식들 다 키워봐야 소용없다는 말이 이제 실감이 나네. 슬퍼라.,자식들로 인해 슬픔을 느끼고 계시군요. 혹시 어떤 문제인지 여쭤봐도 될까요?,3
회식 자리가 불편해서 회식을 할 때마다 나는 혼자 겉돌아.,회식 자리가 외로웠을 것 같아요.,3
곧 새내기 배움터에 가는 데 너무 불안해.,왜 불안한지 자세하게 말씀해 주세요.,3
요새는 마음이 초조하지 않고 여유로워.,어떤 면에서 그런 감정이 드시나요?,3
이번에 등록금 때문에 휴학까지 생각하고 있는데 친구는 돈 걱정 없이 해외여행을 다녀왔다니까 기분이 안 좋아.,돈 걱정을 할 필요 없는 친구를 보니 기분이 안 좋았겠어요.,3
노인성 자반으로 얼굴에 붉은 점이 자꾸 올라와 약을 발랐지만 더 심해지고 있어.,얼굴에 붉은 점이 올라와 약을 발랐지만 더 심해지고 있군요. 많이 힘드시겠어요.,3
노후에 좋은 친구들이 주변에 있어서 안도감을 느껴.,좋은 친구분들이 많으신가 봐요?,3
나는 잘 모르는 사람인데 갑자기 아는 척을 해서 당황스러웠어. 도저히 누군지 기억이 나지 않아.,기억나지 않는 잘 모르는 사람이 아는 척을 해서 당황하셨군요. 평소 모르는 사람이 말을 걸면 어떻게 하시나요?,3
병 때문에 딸에게 가게를 물려주고 은퇴하려고 했는데 딸이 싫다고 하니 당황스럽네.,딸에게 가게를 물려주고 싶은데 싫다고 하니 속상하시겠어요.,3
믿었던 친구가 오늘 나를 배신했어. 머리가 멍하고 아무런 생각도 들지 않아.,친구가 배신하다니! 너무 속상한 일이네요.,3
발표할 때 자료 준비를 동료가 했는데 중요한 부분 자료가 잘못 들어가 있더라고.,중요한 부분이었는데 동료가 실수해서 당황스러우셨겠어요.,3
이제는 기력이 딸려 아무도 만나고 싶지가 않아.,몸도 마음도 많이 힘드신 상태시군요.,3
나는 어릴 때 부모님이 이혼했어.,그럼 마음 아픈 가정사가 있었군요.,3
친구가 매일 술을 마셔서 취해있어. 만날 때마다 취해있어서 당황스러워.,친구가 매일 술에 취해있어서 당황스러우시군요.,3
요즘 코로나 때문에 대인관계가 힘들어.,코로나로 대인관계가 힘드시군요. 왜 그런지 여쭤봐도 될까요?,3
쉬고 싶은 주말마다 경조사가 있어서 참석해야 하는 게 너무 귀찮아.,주말마다 경조사가 있다니 많이 귀찮으시겠어요.,3
뭔가 좀 이상해. 머리가 혼란스러워.,머리가 혼란스러우시군요. 무슨 일 때문에 그러세요?,3
돈이 없어서 친구와 공짜로 돈을 주는 종교 단체와 무료급식소를 서성거렸어.,여유가 없는 상황이었군요.,3
나 오늘 과장이 일 못한다고 혼내서 짜증 났어. ,과장님에게 쓴소리를 들어서 기분이 많이 안 좋으실 것 같아요. 어떤 상황이었나요?,3
사람을 만나고 사귀는 것이 무슨 의미가 있나 싶어. 다 부질없는 일인 것 같아.,인간관계에 노력을 쏟는 게 아무 의미 없다는 생각이 드시는군요.,3
아버지가 간암에 걸려서 술 좀 끊으라고 했는데 들은 척도 안 하셔. 너무 스트레스받아.,아픈 아버님이 사용자님 말도 듣지 않고 건강 관리에 소홀해 스트레스를 받으시는군요.,3
궁금한 게 있는데 이것도 모른다고 무시당할까 봐 못 물어보겠어.,궁금한 게 있는데 무시당할까 봐 물어보지도 못하고 답답하고 속상하셨겠어요.,3
손주를 나한테 맡긴 채로 친구들과 허구한 날 쇼핑만 다니는 딸을 보면 화가 나.,손주를 맡긴 채 놀러만 다니는 딸의 모습에 마음이 상하셨군요.,3
이제는 사람을 만나서 마음 주고 정을 주는 게 두려워.,사람한테 배신당한 일이 있으신가요?,3
예전에 자주 보던 동창들 중에 혼자 된 친구들이 자꾸 생기네.,혼자 된 친구분의 모습이 안쓰러우시군요.,3
친구랑 싸웠어! 나한테 어떻게 그럴 수 있는지 화가 나.,친구와 다툰 후 감정이 많이 상하신 것 같아요. 무슨 일로 다투셨는지 더 말씀해주실 수 있나요?,3
아내와 함께 가게를 시작했는데 장사가 잘되고 있어서 기쁘다.,장사가 잘되고 있어 정말 기쁘시군요.,3
돈을 벌기 위해 나 혼자 시골에 내려와 농사를 시작했어. 남은 인생도 가족들을 위해 희생하는 거 같아.,남은 인생을 희생하는 거 같아 기분이 좋지 않으시겠어요.,3
사람 관계에서 항상 신경을 쓰다 보니 제대로 일을 못 해서 불안해.,사람 관계에 신경이 쓰여 일을 제대로 못하게 되는거로군요.,3
며느리가 날 치매로 요양원에 보낼 거야. 늙어가는 게 슬프다.,며느리가 요양원으로 보낼 거 같아서 슬프시군요.,3
친구가 물건을 놓고 가고 찾으러 왔는데 나에게 오히려 화를 냈어. 너무 어이가 없어.,더 이야기해 주시겠어요?,3
친한 친구가 자꾸 가난한 사람들을 비하하는 말을 해. 기분이 나빠.,친한 친구의 말 때문에 기분이 나쁘시군요.,3
나는 사람들과 어울리는 것이 어려워. 그래서 가끔 좌절감이 들어.,사람들과 어울리는 것에 어려움을 느끼시는군요. 사람들과 어울릴 때 어떤 점이 가장 힘드세요?,3
오랫동안 친구였던 여자 사람 친구가 고백했어. 너무 당황스러워.,친구로 생각했으면 아주 당황스럽겠어요.,3
친구 때문에 너무 속상해.,친구분 때문에 속상한 일이 있으시군요.,3
새로 산 자동차 앞 좌석 시트에 친한 친구가 커피를 쏟아서 너무 짜증이 나.,시트에 커피를 쏟으셨다니 정말 화나시겠어요.,3
친구가 나한테 상처 되는 말을 했어.,어떤 말을 하셨나요?,3
오늘 그 사람이랑 헤어져서 자꾸 눈물이 나.,헤어지셔서 아주 슬프시군요.,3
야채 파는 박 씨가 내가 아플 때 날 챙겨주어서 너무 감사해.,아플 때 챙겨주는 사람이 있다면 정말 기쁠 것 같아요.,3
아내가 갑자기 각방을 쓰자고 하니 마음이 불안해.,갑작스러운 아내의 말에 불안한 마음이군요.,3
너무 화가 나는데 어떻게 해야 할지 모르겠어.,무슨 일인지 이야기해주실 수 있나요?,3
코로나 때문에 재택근무하니까 너무 편하다.,재택근무에 편안함을 느끼시는군요. 어떤 부분이 특히 마음에 드나요? ,3
지병이 있는데 돌봐 줄 사람이 없어서 걱정이야.,정말 걱정스러우시겠어요. 주변에 가족분들은 안 계신 건가요?,3
상견례를 했는데 딸의 남자 친구가 잘산다기에 비싼 양복을 빌려 입고 갔었어. 당황스러웠어.,딸의 남자 친구가 집이 잘산다는 소식이 사용자님을 당황스럽게 만들었겠네요.,3
우리 손자들은 할머니인 나보다 할아버지가 더 좋다고 얘기해서 서운하네.,손자들이 할머니인 본인보다 할아버지가 더 좋다고 해서 서운하시겠어요.,3
아내의 말투가 날카로우면 하루 종일 아내 눈치만 봐.,아내 말투가 날카로우면 눈치를 보시는군요.,3
아버지가 폐암에 걸려 죽었는데도 아들이 담배를 끊지 못해,담배를 끊지 못하는 아들이 한심하고 속상하시군요.,3
내가 자식들에게 아무것도 해줄 수 없다는 사실을 생각하니 너무 비참해.,자식들에게 더 많은 것을 해주고 싶은데 그렇지 못해 마음이 아프시군요. 조금 더 자세히 말씀해 주시겠어요?,3
나 자꾸 옆집 김영감이 성가셔.,어떤 이유 인가요?,3
옛날과 다르게 요즘 친구들이랑 있으면 맥 빠지는 기분이야.,많이 힘드시군요. 무슨 일이 있었던 거죠?,3
다 필요 없어 나 혼자야 역시.,혼자라고 생각하시는군요. 무슨 일 있으세요?,3
나한테 친절하게 대해주면 이상한 의심부터 들어.,어느 정도의 친절을 말씀하시는 걸까요?,3
암에 걸렸는데 지인이 소개해 준 보험 덕에 잘 치료받았어.,잘 치료받았다니 정말 다행이에요.,3
나 오늘도 너무 실수를 많이 해서 슬퍼.,일이 당신이 원하는 대로 되지 않아 슬픔을 느끼셨군요.,3
정말 충격적이야.,더 이야기 해 주실 수 있나요?,3
내 친구는 참 치사해.,친구에게 치사함을 느끼셨군요. ,3
아내가 잠이 와야 한다며 하루에 반 병씩 꼭 술을 먹어서 불안해.,그런 상황이 생겨 많이 당황스러우시겠어요.,3
나 걱정이 한 가지 있어.,어떤 걱정을 하고 계시나요?,3
친구들이 갑자기 나를 따돌리는 것 같아. 버려진 기분이야.,친구들에게 따돌림당하는 것 같아 속상하셨군요.,3
오늘 외출하기 위해 화장을 했는데 남편이 웃어서 부끄러웠어.,화장을 했는데 남편이 웃어 부끄러우셨군요.,3
계속되는 구직 활동에 부모님은 나를 항상 응원해 주실 줄 알았는데 아니었어.,부모님이 사용자님의 생각과는 다른 말씀을 하셔서 실망했나 봐요.,3
딸이 임용고시에 합격했어.,임용고시에 성공해서 뿌듯하시겠네요.,3
직장 다니는 게 꼭 서바이벌 같아.,어떤 점에서 그렇게 느끼시는 건가요?,3
남편이 나만 두고 먼저 세상을 떠나서 너무 외롭고 우울해.,남편분께서 먼저 떠나셔서 많이 외로우시겠어요.,3
이제 곧 내 생일인데 자식 중 누구도 얘기를 꺼내지 않아서 화가 나.,자식들이 아버지의 생일을 잊고 있는 것 같아서 섭섭하고 화가 나시는군요.,3
친구가 새로 생겼어.,새로운 친구를 알게 되었군요.,3
많지도 않은 내 수술비를 두고 자식들끼리 사이가 틀어지는 걸 보니 속이 터져.,돈 때문에 자녀들 관계가 갈라지는 것을 보니 답답하고 화가 나시겠어요.,3
복지관에서 구하는 시니어 모델에 뽑혔어. 기분 좋아.,복지관 시니어 모델에 뽑히셨군요. 기분 좋으시겠어요.,3
내 아들은 어떻게 중풍을 앓고 있는 나한테 돈 달라고 하는지.,그런 일로 많이 속상하시겠어요.,3
백수생활이 길어지다 보니 자존감이 떨어지고 있어.,지금 생활의 어떤 부분이 자존감을 낮춘다고 생각하시나요?,3
교수님이 나 혼자 연구실에서 겉도는 것 같다며 동기들과 좀 더 어울리라는 피드백을 주셨어.,피드백을 받으셨군요. 받은 피드백에 대해 어떻게 생각하시나요?,3
위암으로 죽을 뻔한 친구가 건강하게 우리 집에 찾아왔어.,친구가 건강하게 집에 찾아오셨군요.,3
오늘 회사 입사 첫날이었는데 말을 한마디도 못 했어. 아무도 말을 걸어주지 않았거든.,입사 첫날에 혼자 시간을 보내게 되어 마음이 서러우셨겠어요.,3
옆집 박 씨는 나에게 도움을 많이 주었어. 고마운 사람이야.,도움을 많이 준 박 씨에게 고마우시겠어요.,3
꼭 이렇게 아등바등 살아야만 할까 싶고 우울하다. 돈 얘기하다 친구들과 싸웠어.,아주 속상하겠어요. 스스로 해결하기 힘든 문제는 말이라도 해서 풀어내면 좋겠어요.,3
친구가 발표할 때 실수해서 혹시나 점수가 깎이지 않을까 조마조마해.,친구가 실수할까 봐 불안하시군요.,3
내가 운영하는 회사에서 중책을 맡고 있던 직원이 갑작스럽게 사표를 냈어.,직원의 갑작스러운 사표로 당황스러우셨겠어요.,3
친구를 믿고 주식을 투자했는데 자꾸 문제가 발생해서 불안해.,믿는 친구의 말대로 주식에 투자했는데 문제가 생기는군요. 좀 더 자세히 말씀해 주시겠어요?,3
인턴으로 일하고 있는데 여기 분위기가 너무 좋고 편해. 다행이야.,인턴으로 분위기가 좋고 편안한 곳에서 일하니 기분이 좋으시겠어요.,3
내 자식들은 절대로 나를 요양병원에 보내지 않을 거야. 내가 큰 병에 걸리게 되더라도.,자식들이 고맙고 한편으론 또 걱정되기도 하겠어요.,3
회사를 위해서 다른 동료보다 더 희생하면서 일했는데 지금 현재 남은 것은 고혈압과 명예퇴직뿐이야.,회사를 위해서 희생하면서 일하셨는데 많이 허탈 하실 거 같아요. 앞으로 어떻게 하실 건가요?,3
건강에 자신 있던 내가 학교 안전 지킴이도 못하고 있으니 정말 어이가 없네.,어이가 없으신데 자세히 말해주시겠어요?,3
나는 해외여행을 가본 적이 없는데 친구들이 자기들이 다녀온 해외여행 이야기를 할 때면 괜히 질투가 나.,친구들이 가보지 못한 해외여행에 대해 이야기 하는 것을 듣고 질투를 느끼셨군요.,3
직장 동료가 내 험담을 하는 것을 우연히 들었어.,저런! 어떤 기분이 드셨나요?,3
내 친구는 신입생 환영회에서 친구들을 벌써 여러 명 사귀었는데 나는 말조차 못 꺼냈어.,친구는 신입생 환영회에서 친구를 여러명 사귀었는데 나는 말도 못꺼내서 기분이 어떠셨나요?,3
이번에 새로운 친구가 생겼어! 나 그동안 친구가 거의 없어서 외로웠거든.,같이 지낼 친구가 생기셔서 기쁘시군요! 친구분은 어떤 분이세요?,3
